job_id,title,company_name,company_industry,company_size,city,district,job_category,salary_min_k,salary_max_k,salary_raw,experience_years_min,experience_years_max,education,skills,responsibilities,requirements,nice_to_haves,benefits,employment_type,headcount,source,source_url,published_at,is_active
JOB-0057,高级爬虫工程师,棱镜营销科技,广告营销,100-499人,南京,雨花台区,数据采集,17,35,17-35K·13薪,2,6,大专,Python;Scrapy;反爬分析;数据清洗;代理池,围绕业务目标建设数据采集能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0057,2026-07-12,true
JOB-0058,资深知识库运营专员,安信金融科技,金融科技,100-499人,苏州,工业园区,AI应用,14,26,14-26K·13薪,3,7,本科,知识库整理;文档结构化;Prompt;内容审核;Excel,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,股票期权;绩效奖金;技术分享,全职,4,synthetic_local_csv,https://example.local/jobs/JOB-0058,2026-07-13,true
JOB-0059,UI/UX设计师,橙石电商科技,电子商务,100-499人,北京,海淀区,设计,19,37,19-37K·13薪,4,8,硕士,Figma;用户体验;交互设计;设计规范;可用性测试,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,远程办公;学习预算;团队建设,全职,5,synthetic_local_csv,https://example.local/jobs/JOB-0059,2026-07-14,true
JOB-0060,初级技术支持工程师,智桥政企服务,政企数字化,500-999人,上海,徐汇区,支持,18,34,18-34K·13薪,5,9,不限,SQL;日志排查;客户支持;问题定位;文档撰写,负责支持相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备5年以上相关经验，理解支持常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,五险一金;周末双休;带薪年假,全职,1,synthetic_local_csv,https://example.local/jobs/JOB-0060,2026-07-15,true
JOB-0061,中级AI产品经理,绿洲医疗数据,医疗健康,100-499人,广州,天河区,产品,18,35,18-35K·13薪,0,4,大专,AI产品设计;需求分析;原型设计;A/B测试;用户研究,围绕业务目标建设产品能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,五险一金;弹性工作;年度体检,全职,2,synthetic_local_csv,https://example.local/jobs/JOB-0061,2026-07-16,true
JOB-0062,高级机器学习工程师,远岚供应链,物流供应链,1000-9999人,成都,高新区,算法,24,48,24-48K·13薪,1,5,硕士,Python;PyTorch;机器学习;特征工程;模型评估,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0062,2026-07-17,true
JOB-0063,资深NLP算法工程师,星河智能科技,人工智能,100-499人,西安,雁塔区,算法,29,56,29-56K·13薪,2,6,大专,NLP;Transformer;文本分类;信息抽取;PyTorch,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,股票期权;绩效奖金;技术分享,全职,4,synthetic_local_csv,https://example.local/jobs/JOB-0063,2026-07-18,true
JOB-0064,LLM应用工程师,北辰机器人,智能制造,500-999人,长沙,岳麓区,AI应用,30,57,30-57K·13薪,3,7,不限,LangChain;RAG;Prompt Engineering;Python;向量数据库,负责AI应用相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备3年以上相关经验，理解AI应用常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,远程办公;学习预算;团队建设,全职,5,synthetic_local_csv,https://example.local/jobs/JOB-0064,2026-07-19,true
JOB-0065,初级数据分析师,拾贝内容科技,内容社区,50-99人,上海,浦东新区,数据,20,37,20-37K·13薪,4,8,大专,SQL;Python;数据看板;指标体系;Excel,围绕业务目标建设数据能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,五险一金;周末双休;带薪年假,全职,1,synthetic_local_csv,https://example.local/jobs/JOB-0065,2026-07-20,true
JOB-0066,中级数据工程师,云帆数据服务,大数据,50-99人,深圳,福田区,数据,18,35,18-35K·13薪,5,7,本科,SQL;Spark;ETL;Airflow;数据仓库,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,五险一金;弹性工作;年度体检,全职,2,synthetic_local_csv,https://example.local/jobs/JOB-0066,2026-07-21,true
JOB-0067,高级后端开发工程师,墨竹网络,互联网,20-49人,杭州,滨江区,后端,18,38,18-38K·13薪,0,2,硕士,Python;FastAPI;MySQL;Redis;REST API,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0067,2026-07-22,true
JOB-0068,资深Python开发工程师,方舟工业软件,工业软件,100-499人,武汉,光谷,后端,18,36,18-36K·13薪,1,3,不限,Python;Flask;爬虫;SQLAlchemy;Linux,负责后端相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备1年以上相关经验，理解后端常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,股票期权;绩效奖金;技术分享,全职,4,synthetic_local_csv,https://example.local/jobs/JOB-0068,2026-07-23,true
JOB-0069,前端开发工程师,启明软件,企业服务,100-499人,厦门,思明区,前端,20,41,20-41K·13薪,2,4,大专,Vue;React;TypeScript;CSS;前端工程化,围绕业务目标建设前端能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,远程办公;学习预算;团队建设,全职,5,synthetic_local_csv,https://example.local/jobs/JOB-0069,2026-07-24,true
JOB-0070,初级测试开发工程师,灵犀算法实验室,人工智能,20-49人,北京,朝阳区,测试,21,40,21-40K·13薪,3,5,本科,Pytest;自动化测试;接口测试;CI/CD;质量保障,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,五险一金;周末双休;带薪年假,全职,1,synthetic_local_csv,https://example.local/jobs/JOB-0070,2026-07-25,true
JOB-0071,中级DevOps工程师,简策咨询科技,咨询服务,20-49人,深圳,南山区,运维,18,36,18-36K·13薪,4,6,硕士,Docker;Kubernetes;Linux;监控告警;CI/CD,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,五险一金;弹性工作;年度体检,全职,2,synthetic_local_csv,https://example.local/jobs/JOB-0071,2026-07-26,true
JOB-0072,高级数据标注项目经理,蓝鲸云计算,云计算,500-999人,杭州,西湖区,运营,12,25,12-25K·13薪,5,7,不限,项目管理;数据标注;质量抽检;流程优化;沟通协调,负责运营相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备5年以上相关经验，理解运营常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0072,2026-07-27,true
JOB-0073,资深AI解决方案顾问,清源信息安全,网络安全,100-499人,南京,雨花台区,售前,24,46,24-46K·13薪,0,2,大专,方案设计;客户沟通;RAG;行业分析;PPT,围绕业务目标建设售前能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,股票期权;绩效奖金;技术分享,全职,4,synthetic_local_csv,https://example.local/jobs/JOB-0073,2026-07-28,true
JOB-0074,商业分析师,海豚招聘云,人力资源服务,50-99人,苏州,工业园区,数据,21,39,21-39K·13薪,1,3,本科,SQL;商业分析;指标拆解;BI;沟通表达,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,远程办公;学习预算;团队建设,全职,5,synthetic_local_csv,https://example.local/jobs/JOB-0074,2026-07-29,true
JOB-0075,初级产品运营专员,知行教育科技,在线教育,50-99人,北京,海淀区,运营,17,30,17-30K·13薪,2,4,硕士,用户运营;活动策划;数据分析;内容运营;社群运营,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,五险一金;周末双休;带薪年假,全职,1,synthetic_local_csv,https://example.local/jobs/JOB-0075,2026-07-30,true
JOB-0076,中级信息安全工程师,微光出行科技,交通出行,500-999人,上海,徐汇区,安全,18,38,18-38K·13薪,3,5,不限,安全测试;漏洞分析;等保合规;日志分析;应急响应,负责安全相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备3年以上相关经验，理解安全常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,五险一金;弹性工作;年度体检,全职,2,synthetic_local_csv,https://example.local/jobs/JOB-0076,2026-07-31,true
JOB-0077,高级爬虫工程师,棱镜营销科技,广告营销,100-499人,广州,天河区,数据采集,17,35,17-35K·13薪,4,7,大专,Python;Scrapy;反爬分析;数据清洗;代理池,围绕业务目标建设数据采集能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0077,2026-08-01,true
JOB-0078,资深知识库运营专员,安信金融科技,金融科技,100-499人,成都,高新区,AI应用,14,26,14-26K·13薪,5,8,本科,知识库整理;文档结构化;Prompt;内容审核;Excel,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,股票期权;绩效奖金;技术分享,全职,4,synthetic_local_csv,https://example.local/jobs/JOB-0078,2026-08-02,true
JOB-0079,UI/UX设计师,橙石电商科技,电子商务,100-499人,西安,雁塔区,设计,19,37,19-37K·13薪,0,3,硕士,Figma;用户体验;交互设计;设计规范;可用性测试,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,远程办公;学习预算;团队建设,全职,5,synthetic_local_csv,https://example.local/jobs/JOB-0079,2026-08-03,true
JOB-0080,初级技术支持工程师,智桥政企服务,政企数字化,500-999人,长沙,岳麓区,支持,18,34,18-34K·13薪,1,4,不限,SQL;日志排查;客户支持;问题定位;文档撰写,负责支持相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备1年以上相关经验，理解支持常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,五险一金;周末双休;带薪年假,全职,1,synthetic_local_csv,https://example.local/jobs/JOB-0080,2026-08-04,true
JOB-0081,中级AI产品经理,绿洲医疗数据,医疗健康,100-499人,上海,浦东新区,产品,18,35,18-35K·13薪,2,5,大专,AI产品设计;需求分析;原型设计;A/B测试;用户研究,围绕业务目标建设产品能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,五险一金;弹性工作;年度体检,全职,2,synthetic_local_csv,https://example.local/jobs/JOB-0081,2026-08-05,true
JOB-0082,高级机器学习工程师,远岚供应链,物流供应链,1000-9999人,深圳,福田区,算法,24,48,24-48K·13薪,3,6,硕士,Python;PyTorch;机器学习;特征工程;模型评估,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0082,2026-08-06,true
JOB-0083,资深NLP算法工程师,星河智能科技,人工智能,100-499人,杭州,滨江区,算法,29,56,29-56K·13薪,4,7,大专,NLP;Transformer;文本分类;信息抽取;PyTorch,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,股票期权;绩效奖金;技术分享,全职,4,synthetic_local_csv,https://example.local/jobs/JOB-0083,2026-08-07,true
JOB-0084,LLM应用工程师,北辰机器人,智能制造,500-999人,武汉,光谷,AI应用,30,57,30-57K·13薪,5,8,不限,LangChain;RAG;Prompt Engineering;Python;向量数据库,负责AI应用相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备5年以上相关经验，理解AI应用常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,远程办公;学习预算;团队建设,全职,5,synthetic_local_csv,https://example.local/jobs/JOB-0084,2026-08-08,true
JOB-0085,初级数据分析师,拾贝内容科技,内容社区,50-99人,厦门,思明区,数据,20,37,20-37K·13薪,0,3,大专,SQL;Python;数据看板;指标体系;Excel,围绕业务目标建设数据能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,五险一金;周末双休;带薪年假,全职,1,synthetic_local_csv,https://example.local/jobs/JOB-0085,2026-08-09,true
JOB-0086,中级数据工程师,云帆数据服务,大数据,50-99人,北京,朝阳区,数据,18,35,18-35K·13薪,1,4,本科,SQL;Spark;ETL;Airflow;数据仓库,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,五险一金;弹性工作;年度体检,全职,2,synthetic_local_csv,https://example.local/jobs/JOB-0086,2026-08-10,true
JOB-0087,高级后端开发工程师,墨竹网络,互联网,20-49人,深圳,南山区,后端,18,38,18-38K·13薪,2,5,硕士,Python;FastAPI;MySQL;Redis;REST API,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0087,2026-08-11,true
JOB-0088,资深Python开发工程师,方舟工业软件,工业软件,100-499人,杭州,西湖区,后端,18,36,18-36K·13薪,3,7,不限,Python;Flask;爬虫;SQLAlchemy;Linux,负责后端相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备3年以上相关经验，理解后端常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,股票期权;绩效奖金;技术分享,全职,4,synthetic_local_csv,https://example.local/jobs/JOB-0088,2026-08-12,true
JOB-0089,前端开发工程师,启明软件,企业服务,100-499人,南京,雨花台区,前端,20,41,20-41K·13薪,4,8,大专,Vue;React;TypeScript;CSS;前端工程化,围绕业务目标建设前端能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,远程办公;学习预算;团队建设,全职,5,synthetic_local_csv,https://example.local/jobs/JOB-0089,2026-08-13,true
JOB-0090,初级测试开发工程师,灵犀算法实验室,人工智能,20-49人,苏州,工业园区,测试,21,40,21-40K·13薪,5,9,本科,Pytest;自动化测试;接口测试;CI/CD;质量保障,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,五险一金;周末双休;带薪年假,全职,1,synthetic_local_csv,https://example.local/jobs/JOB-0090,2026-08-14,true
JOB-0091,中级DevOps工程师,简策咨询科技,咨询服务,20-49人,北京,海淀区,运维,18,36,18-36K·13薪,0,4,硕士,Docker;Kubernetes;Linux;监控告警;CI/CD,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,五险一金;弹性工作;年度体检,全职,2,synthetic_local_csv,https://example.local/jobs/JOB-0091,2026-07-01,true
JOB-0092,高级数据标注项目经理,蓝鲸云计算,云计算,500-999人,上海,徐汇区,运营,12,25,12-25K·13薪,1,5,不限,项目管理;数据标注;质量抽检;流程优化;沟通协调,负责运营相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备1年以上相关经验，理解运营常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0092,2026-07-02,true
JOB-0093,资深AI解决方案顾问,清源信息安全,网络安全,100-499人,广州,天河区,售前,24,46,24-46K·13薪,2,6,大专,方案设计;客户沟通;RAG;行业分析;PPT,围绕业务目标建设售前能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,股票期权;绩效奖金;技术分享,全职,4,synthetic_local_csv,https://example.local/jobs/JOB-0093,2026-07-03,true
JOB-0094,商业分析师,海豚招聘云,人力资源服务,50-99人,成都,高新区,数据,21,39,21-39K·13薪,3,7,本科,SQL;商业分析;指标拆解;BI;沟通表达,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,远程办公;学习预算;团队建设,全职,5,synthetic_local_csv,https://example.local/jobs/JOB-0094,2026-07-04,true
JOB-0095,初级产品运营专员,知行教育科技,在线教育,50-99人,西安,雁塔区,运营,17,30,17-30K·13薪,4,8,硕士,用户运营;活动策划;数据分析;内容运营;社群运营,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,五险一金;周末双休;带薪年假,全职,1,synthetic_local_csv,https://example.local/jobs/JOB-0095,2026-07-05,true
JOB-0096,中级信息安全工程师,微光出行科技,交通出行,500-999人,长沙,岳麓区,安全,18,38,18-38K·13薪,5,9,不限,安全测试;漏洞分析;等保合规;日志分析;应急响应,负责安全相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备5年以上相关经验，理解安全常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,五险一金;弹性工作;年度体检,全职,2,synthetic_local_csv,https://example.local/jobs/JOB-0096,2026-07-06,true
JOB-0097,高级爬虫工程师,棱镜营销科技,广告营销,100-499人,上海,浦东新区,数据采集,17,35,17-35K·13薪,0,4,大专,Python;Scrapy;反爬分析;数据清洗;代理池,围绕业务目标建设数据采集能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0097,2026-07-07,true
JOB-0098,资深知识库运营专员,安信金融科技,金融科技,100-499人,深圳,福田区,AI应用,14,26,14-26K·13薪,1,5,本科,知识库整理;文档结构化;Prompt;内容审核;Excel,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,股票期权;绩效奖金;技术分享,全职,4,synthetic_local_csv,https://example.local/jobs/JOB-0098,2026-07-08,true
JOB-0099,UI/UX设计师,橙石电商科技,电子商务,100-499人,杭州,滨江区,设计,19,37,19-37K·13薪,2,4,硕士,Figma;用户体验;交互设计;设计规范;可用性测试,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,远程办公;学习预算;团队建设,全职,5,synthetic_local_csv,https://example.local/jobs/JOB-0099,2026-07-09,true
JOB-0100,初级技术支持工程师,智桥政企服务,政企数字化,500-999人,武汉,光谷,支持,18,34,18-34K·13薪,3,5,不限,SQL;日志排查;客户支持;问题定位;文档撰写,负责支持相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备3年以上相关经验，理解支持常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,五险一金;周末双休;带薪年假,全职,1,synthetic_local_csv,https://example.local/jobs/JOB-0100,2026-07-10,true
JOB-0101,中级AI产品经理,绿洲医疗数据,医疗健康,100-499人,厦门,思明区,产品,18,35,18-35K·13薪,4,6,大专,AI产品设计;需求分析;原型设计;A/B测试;用户研究,围绕业务目标建设产品能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,五险一金;弹性工作;年度体检,全职,2,synthetic_local_csv,https://example.local/jobs/JOB-0101,2026-07-11,true
JOB-0102,高级机器学习工程师,远岚供应链,物流供应链,1000-9999人,北京,朝阳区,算法,24,48,24-48K·13薪,5,7,硕士,Python;PyTorch;机器学习;特征工程;模型评估,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0102,2026-07-12,true
JOB-0103,资深NLP算法工程师,星河智能科技,人工智能,100-499人,深圳,南山区,算法,29,56,29-56K·13薪,0,2,大专,NLP;Transformer;文本分类;信息抽取;PyTorch,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,股票期权;绩效奖金;技术分享,全职,4,synthetic_local_csv,https://example.local/jobs/JOB-0103,2026-07-13,true
JOB-0104,LLM应用工程师,北辰机器人,智能制造,500-999人,杭州,西湖区,AI应用,30,57,30-57K·13薪,1,3,不限,LangChain;RAG;Prompt Engineering;Python;向量数据库,负责AI应用相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备1年以上相关经验，理解AI应用常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,远程办公;学习预算;团队建设,全职,5,synthetic_local_csv,https://example.local/jobs/JOB-0104,2026-07-14,true
JOB-0105,初级数据分析师,拾贝内容科技,内容社区,50-99人,南京,雨花台区,数据,20,37,20-37K·13薪,2,4,大专,SQL;Python;数据看板;指标体系;Excel,围绕业务目标建设数据能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,五险一金;周末双休;带薪年假,全职,1,synthetic_local_csv,https://example.local/jobs/JOB-0105,2026-07-15,true
JOB-0106,中级数据工程师,云帆数据服务,大数据,50-99人,苏州,工业园区,数据,18,35,18-35K·13薪,3,5,本科,SQL;Spark;ETL;Airflow;数据仓库,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,五险一金;弹性工作;年度体检,全职,2,synthetic_local_csv,https://example.local/jobs/JOB-0106,2026-07-16,true
JOB-0107,高级后端开发工程师,墨竹网络,互联网,20-49人,北京,海淀区,后端,18,38,18-38K·13薪,4,6,硕士,Python;FastAPI;MySQL;Redis;REST API,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0107,2026-07-17,true
JOB-0108,资深Python开发工程师,方舟工业软件,工业软件,100-499人,上海,徐汇区,后端,18,36,18-36K·13薪,5,7,不限,Python;Flask;爬虫;SQLAlchemy;Linux,负责后端相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备5年以上相关经验，理解后端常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,股票期权;绩效奖金;技术分享,全职,4,synthetic_local_csv,https://example.local/jobs/JOB-0108,2026-07-18,true
JOB-0109,前端开发工程师,启明软件,企业服务,100-499人,广州,天河区,前端,20,41,20-41K·13薪,0,2,大专,Vue;React;TypeScript;CSS;前端工程化,围绕业务目标建设前端能力，沉淀数据、流程和工具，提升交付效率和质量。,熟悉岗位相关工具和方法，有完整项目经验，重视质量、文档和复盘。,有从0到1项目经历、开源贡献或技术博客优先。,远程办公;学习预算;团队建设,全职,5,synthetic_local_csv,https://example.local/jobs/JOB-0109,2026-07-19,true
JOB-0110,初级测试开发工程师,灵犀算法实验室,人工智能,20-49人,成都,高新区,测试,21,40,21-40K·13薪,1,4,本科,Pytest;自动化测试;接口测试;CI/CD;质量保障,参与核心系统或项目的方案设计、开发实施、上线验证和后续迭代。,具备良好的问题拆解能力，能够在不确定需求下整理边界并推进落地。,熟悉招聘、人力资源或企业服务行业场景优先。,五险一金;周末双休;带薪年假,全职,1,synthetic_local_csv,https://example.local/jobs/JOB-0110,2026-07-20,true
JOB-0111,中级DevOps工程师,简策咨询科技,咨询服务,20-49人,西安,雁塔区,运维,18,36,18-36K·13薪,2,5,硕士,Docker;Kubernetes;Linux;监控告警;CI/CD,根据业务场景拆解问题，输出可执行方案，并跟踪关键指标变化。,有数据意识和基础工程素养，能与跨职能团队协作完成交付。,有英文文档阅读能力或跨团队协作经验优先。,五险一金;弹性工作;年度体检,全职,2,synthetic_local_csv,https://example.local/jobs/JOB-0111,2026-07-21,true
JOB-0112,高级数据标注项目经理,蓝鲸云计算,云计算,500-999人,长沙,岳麓区,运营,12,25,12-25K·13薪,3,6,不限,项目管理;数据标注;质量抽检;流程优化;沟通协调,负责运营相关需求的分析、设计、落地与持续优化，和产品、研发、业务团队协作推进项目交付。,具备3年以上相关经验，理解运营常见工作流程，能够独立推进任务并清晰沟通。,有AI工具、自动化流程或数据平台项目经验优先。,补充医疗;餐补;交通补贴,全职,3,synthetic_local_csv,https://example.local/jobs/JOB-0112,2026-07-22,true
